Method Name;CND;CDISP;CINT;FDP;HD;HEF;HER;HL;HVC;HVL;LOC;LAA;LND;MMI;MND;CC;NOAV;NOL;NOPM
com.naman14.timber.lastfmapi.LastFmRestService.getArtistInfo(String, Callback<ArtistInfo>);0;0.0;0;0;0.5;4.0;0.0008;4;4;8.0;0;1.0;0;0.0;N/A;1;N/A;0;2
com.naman14.timber.lastfmapi.LastFmUserRestService.getScrobbleInfo(String, String, Map<String, String>, Callback<ScrobbleInfo>);0;0.0;0;0;0.5;4.0;0.0008;4;4;8.0;0;1.0;0;0.0;N/A;1;N/A;0;4
com.naman14.timber.lastfmapi.LastFmUserRestService.getUserLoginInfo(String, String, String, String, String, String, Callback<UserLoginInfo>);0;0.0;0;0;0.5;12.0;0.0017;8;8;24.0;0;1.0;0;0.0;N/A;1;N/A;0;7
com.naman14.timber.lastfmapi.RestServiceFactory.create(Context, String, Class<T>);0;0.6667;3;0;4.0;152.215;0.0095;11;11;38.0537;7;0.0;0;70.5034;0;1;3;0;3
com.naman14.timber.lastfmapi.RestServiceFactory.createStatic(Context, String, Class<T>);0;0.6667;9;0;12.381;3581.9062;0.078;54;41;289.3078;25;0.0;0;52.1809;2;2;7;0;N/A
com.naman14.timber.lastfmapi.callbacks.AlbumInfoListener.albumInfoFailed();0;0.0;0;0;0.0;0.0;0.0;1;1;0.0;0;0.0;0;0.0;N/A;1;N/A;0;0
com.naman14.timber.lastfmapi.callbacks.AlbumInfoListener.albumInfoSuccess(LastfmAlbum);0;0.0;0;0;0.0;0.0;0.0;1;1;0.0;0;0.0;0;0.0;N/A;1;N/A;0;1
com.naman14.timber.lastfmapi.callbacks.ArtistInfoListener.artistInfoFailed();0;0.0;0;0;0.0;0.0;0.0;1;1;0.0;0;0.0;0;0.0;N/A;1;N/A;0;0
com.naman14.timber.lastfmapi.callbacks.ArtistInfoListener.artistInfoSucess(LastfmArtist);0;0.0;0;0;0.0;0.0;0.0;1;1;0.0;0;0.0;0;0.0;N/A;1;N/A;0;1
com.naman14.timber.lastfmapi.callbacks.UserListener.userInfoFailed();0;0.0;0;0;0.0;0.0;0.0;1;1;0.0;0;0.0;0;0.0;N/A;1;N/A;0;0
com.naman14.timber.lastfmapi.callbacks.UserListener.userSuccess();0;0.0;0;0;0.0;0.0;0.0;1;1;0.0;0;0.0;0;0.0;N/A;1;N/A;0;0
com.naman14.timber.lastfmapi.models.AlbumQuery.AlbumQuery(String, String);0;0.0;0;0;1.0;18.0947;0.0023;7;6;18.0947;4;1.0;0;78.0773;0;1;4;0;2
com.naman14.timber.lastfmapi.models.ArtistQuery.ArtistQuery(String);0;0.0;0;0;1.0;8.0;0.0013;4;4;8.0;3;1.0;0;83.2686;0;1;2;0;1
com.naman14.timber.lastfmapi.models.LastfmUserSession.getSession(Context);1;1.0;2;2;7.2;840.6569;0.0297;28;18;116.7579;8;0.7143;0;65.7514;0;2;9;0;1
com.naman14.timber.lastfmapi.models.LastfmUserSession.isLogedin();0;0.0;0;0;3.75;142.6466;0.0091;12;9;38.0391;3;1.0;0;78.4372;0;2;3;0;0
com.naman14.timber.lastfmapi.models.LastfmUserSession.update(Context);1;0.6;5;2;9.6;1412.7479;0.042;33;22;147.1612;11;0.6667;0;61.9597;1;3;9;0;1
com.naman14.timber.lastfmapi.models.ScrobbleQuery.ScrobbleQuery(String);0;1.0;3;0;4.4545;445.8029;0.0195;24;18;100.0782;8;1.0;0;66.2028;1;2;5;0;1
com.naman14.timber.lastfmapi.models.ScrobbleQuery.ScrobbleQuery(String, String, long);0;0.0;0;0;1.5;52.3038;0.0047;11;9;34.8692;5;1.0;0;74.0293;0;1;6;0;3
com.naman14.timber.lastfmapi.models.ScrobbleQuery.toString();0;1.0;2;0;4.0;229.4376;0.0125;16;12;57.3594;8;1.0;0;67.9121;1;2;3;0;0
com.naman14.timber.lastfmapi.models.UserLoginQuery.UserLoginQuery(String, String);0;0.0;0;0;1.0;18.0947;0.0023;7;6;18.0947;4;1.0;0;78.0773;0;1;4;0;2
com.naman14.timber.lastfmapi.models.UserLoginQuery.getSignature();0;0.0;0;1;1.0;38.0537;0.0038;11;11;38.0537;3;0.6;0;78.5304;0;1;5;0;0
com.naman14.timber.listeners.MusicStateListener.onMetaChanged();0;0.0;0;0;0.0;0.0;0.0;1;1;0.0;0;0.0;0;0.0;N/A;1;N/A;0;0
com.naman14.timber.listeners.MusicStateListener.onPlaylistChanged();0;0.0;0;0;0.0;0.0;0.0;1;1;0.0;0;0.0;0;0.0;N/A;1;N/A;0;0
com.naman14.timber.listeners.MusicStateListener.restartLoader();0;0.0;0;0;0.0;0.0;0.0;1;1;0.0;0;0.0;0;0.0;N/A;1;N/A;0;0
com.naman14.timber.listeners.SimplelTransitionListener.onTransitionCancel(Transition);0;0.0;0;0;0.0;0.0;0.0;2;2;2.0;2;0.0;0;91.3255;0;1;0;0;1
com.naman14.timber.listeners.SimplelTransitionListener.onTransitionEnd(Transition);0;0.0;0;0;0.0;0.0;0.0;2;2;2.0;2;0.0;0;91.3255;0;1;0;0;1
com.naman14.timber.listeners.SimplelTransitionListener.onTransitionPause(Transition);0;0.0;0;0;0.0;0.0;0.0;2;2;2.0;2;0.0;0;91.3255;0;1;0;0;1
com.naman14.timber.listeners.SimplelTransitionListener.onTransitionResume(Transition);0;0.0;0;0;0.0;0.0;0.0;2;2;2.0;2;0.0;0;91.3255;0;1;0;0;1
com.naman14.timber.listeners.SimplelTransitionListener.onTransitionStart(Transition);0;0.0;0;0;0.0;0.0;0.0;2;2;2.0;2;0.0;0;91.3255;0;1;0;0;1
com.naman14.timber.models.Album.Album();0;0.0;0;0;2.25;179.0256;0.0106;23;11;79.5669;8;1.0;0;67.0128;0;1;6;0;0
com.naman14.timber.models.Album.Album(long, String, String, long, int, int);0;0.0;0;0;2.0;184.0;0.0108;23;16;92.0;8;1.0;0;66.5496;0;1;12;0;6
com.naman14.timber.models.Artist.Artist();0;0.0;0;0;2.0;101.4376;0.0073;16;9;50.7188;6;1.0;0;71.1292;0;1;4;0;0
com.naman14.timber.models.Artist.Artist(long, String, int, int);0;0.0;0;0;2.0;114.7188;0.0079;16;12;57.3594;6;1.0;0;70.7308;0;1;8;0;4
com.naman14.timber.models.Playlist.Playlist();0;0.0;0;0;1.8;64.8;0.0054;12;8;36.0;5;1.0;0;73.9411;0;1;3;0;0
com.naman14.timber.models.Playlist.Playlist(long, String, int);0;0.0;0;0;2.0;79.7263;0.0062;12;10;39.8631;5;1.0;0;73.612;0;1;6;0;3
com.naman14.timber.models.Song.Song();0;0.0;0;0;2.4;266.4317;0.0138;30;13;111.0132;10;1.0;0;63.8647;0;1;8;0;0
com.naman14.timber.models.Song.Song(long, long, long, String, String, String, int, int);0;0.0;0;0;2.0;259.3157;0.0136;30;20;129.6578;10;1.0;0;63.4077;0;1;16;0;8
com.naman14.timber.nowplaying.BaseNowplayingFragment.changeDigit(TimelyView, int);0;0.6667;3;0;3.75;137.0295;0.0089;11;10;36.5412;5;0.0;0;73.8554;0;1;3;0;2
com.naman14.timber.nowplaying.BaseNowplayingFragment.changeDigit(TimelyView, int, int);0;0.75;4;0;5.25;348.69;0.0165;17;15;66.4171;9;0.0;0;66.3505;1;2;5;0;3
com.naman14.timber.nowplaying.BaseNowplayingFragment.doAlbumArtStuff(Bitmap);0;0.0;0;0;0.0;0.0;0.0;2;2;2.0;2;0.0;0;91.3255;0;1;0;0;1
com.naman14.timber.nowplaying.BaseNowplayingFragment.initGestures(View);1;1.0;3;0;11.0;552.0842;0.0224;14;12;50.1895;10;0.0;0;66.1966;3;2;1;0;N/A
com.naman14.timber.nowplaying.BaseNowplayingFragment.notifyPlayingDrawableChange();0;1.0;1;1;2.0;31.0196;0.0033;6;6;15.5098;4;0.0;0;78.6317;0;1;2;0;0
com.naman14.timber.nowplaying.BaseNowplayingFragment.onActivityCreated(Bundle);0;0.5;2;0;2.5;49.1287;0.0045;7;7;19.6515;5;0.0;0;75.7988;0;1;1;0;1
com.naman14.timber.nowplaying.BaseNowplayingFragment.onCreate(Bundle);0;0.75;4;0;4.6667;186.028;0.0109;12;10;39.8631;6;1.0;0;71.8848;0;1;3;0;1
com.naman14.timber.nowplaying.BaseNowplayingFragment.onCreateOptionsMenu(Menu, MenuInflater);0;1.0;2;1;4.1667;125.0;0.0083;10;8;30.0;5;0.0;0;74.4099;0;1;3;0;2
com.naman14.timber.nowplaying.BaseNowplayingFragment.onMetaChanged();1;0.6667;2;0;10.0;498.2892;0.021;15;10;49.8289;5;1.0;0;72.7702;0;3;1;0;0
com.naman14.timber.nowplaying.BaseNowplayingFragment.onOptionsItemSelected(MenuItem);0;0.5;8;1;9.375;1035.4323;0.0341;26;19;110.4461;15;0.0;0;59.8645;1;4;4;0;1
com.naman14.timber.nowplaying.BaseNowplayingFragment.onPause();0;1.0;1;0;2.0;31.0196;0.0033;6;6;15.5098;5;1.0;0;76.5177;0;1;1;0;0
com.naman14.timber.nowplaying.BaseNowplayingFragment.onPlaylistChanged();0;0.0;0;0;0.0;0.0;0.0;2;2;2.0;2;0.0;0;91.3255;0;1;0;0;0
com.naman14.timber.nowplaying.BaseNowplayingFragment.onResume();1;1.0;2;0;5.25;451.2459;0.0196;22;15;85.9516;9;1.0;0;65.5266;0;3;5;0;0
com.naman14.timber.nowplaying.BaseNowplayingFragment.onViewCreated(View, Bundle);1;0.8;5;0;6.6;501.6;0.021;19;16;76.0;9;0.0;0;65.9215;1;2;2;0;2
com.naman14.timber.nowplaying.BaseNowplayingFragment.restartLoader();0;0.0;0;0;0.0;0.0;0.0;2;2;2.0;2;0.0;0;91.3255;0;1;0;0;0
com.naman14.timber.nowplaying.BaseNowplayingFragment.setMusicStateListener();0;1.0;2;0;0.0;0.0;0.0;5;5;11.6096;3;0.0;0;82.3002;0;1;0;0;0
com.naman14.timber.nowplaying.BaseNowplayingFragment.setQueueSongs();1;1.0;3;0;4.0;179.8904;0.0106;13;11;44.9726;6;1.0;0;71.4247;0;2;1;0;0
com.naman14.timber.nowplaying.BaseNowplayingFragment.setSeekBarListener();2;1.0;1;1;8.5714;1529.2539;0.0442;42;19;178.413;33;0.0;0;50.9012;4;5;0;0;N/A
com.naman14.timber.nowplaying.BaseNowplayingFragment.setSongDetails();1;0.5714;4;0;16.2273;4914.6463;0.0964;63;28;302.8634;42;1.0;0;46.9845;5;6;4;0;N/A
com.naman14.timber.nowplaying.BaseNowplayingFragment.setSongDetails(View);2;0.5385;24;4;45.7059;86847.1859;0.6537;283;105;1900.1315;73;0.4706;0;36.086;2;10;55;0;1
com.naman14.timber.nowplaying.BaseNowplayingFragment.tv11(int);1;0.0;0;0;7.5;398.6314;0.0181;16;10;53.1508;6;1.0;0;70.8588;1;2;3;0;1
com.naman14.timber.nowplaying.BaseNowplayingFragment.tv12(int);1;0.0;0;0;7.5;398.6314;0.0181;16;10;53.1508;6;1.0;0;70.8588;1;2;3;0;1
com.naman14.timber.nowplaying.BaseNowplayingFragment.tv13(int);1;0.0;0;0;7.5;398.6314;0.0181;16;10;53.1508;6;1.0;0;70.8588;1;2;3;0;1
com.naman14.timber.nowplaying.BaseNowplayingFragment.tv14(int);1;0.0;0;0;7.5;398.6314;0.0181;16;10;53.1508;6;1.0;0;70.8588;1;2;3;0;1
com.naman14.timber.nowplaying.BaseNowplayingFragment.tv15(int);1;0.0;0;0;7.5;398.6314;0.0181;16;10;53.1508;6;1.0;0;70.8588;1;2;3;0;1
com.naman14.timber.nowplaying.BaseNowplayingFragment.updatePlayPauseButton();2;0.5;4;1;12.0;946.4301;0.0321;22;12;78.8692;13;0.5;0;62.2655;2;4;1;0;0
com.naman14.timber.nowplaying.BaseNowplayingFragment.updatePlayPauseFloatingButton();1;0.6667;3;0;7.0;244.0842;0.013;11;9;34.8692;7;1.0;0;70.7484;1;2;1;0;0
com.naman14.timber.nowplaying.BaseNowplayingFragment.updateRepeatState();2;0.5;2;0;24.2;7744.0;0.1305;64;32;320.0;25;0.0;0;51.7233;3;6;0;0;N/A
com.naman14.timber.nowplaying.BaseNowplayingFragment.updateShuffleState();3;0.5;2;0;22.0;5023.1523;0.0978;47;29;228.3251;21;0.0;0;54.4304;3;5;0;0;N/A
com.naman14.timber.nowplaying.BaseNowplayingFragment.updateSongDetails();3;0.5625;14;0;50.3125;55341.0023;0.4841;175;78;1099.9454;70;1.0;0;38.0692;4;18;12;0;N/A
com.naman14.timber.nowplaying.BaseNowplayingFragment.loadQueueSongs.doInBackground(String[]);1;1.0;2;1;5.3333;276.7545;0.0142;15;11;51.8915;7;0.0;0;69.5154;1;2;1;0;1
com.naman14.timber.nowplaying.BaseNowplayingFragment.loadQueueSongs.onPostExecute(String);2;0.6;5;2;8.25;775.5961;0.0281;23;17;94.0116;9;0.0;0;65.2206;1;3;4;0;1
com.naman14.timber.nowplaying.BaseNowplayingFragment.loadQueueSongs.onPreExecute();0;0.0;0;0;0.0;0.0;0.0;2;2;2.0;3;0.0;0;87.4843;0;1;0;0;0
com.naman14.timber.nowplaying.Timber1.onCreateView(LayoutInflater, ViewGroup, Bundle);0;0.6;5;2;4.6667;259.0308;0.0135;15;13;55.5066;9;0.0;0;66.9981;0;1;5;0;3
com.naman14.timber.nowplaying.Timber1.updateShuffleState();1;0.6667;6;1;14.0;2885.2517;0.0676;42;30;206.0894;24;0.0;0;53.5426;5;3;2;0;N/A
com.naman14.timber.nowplaying.Timber2.doAlbumArtStuff(Bitmap);0;1.0;1;0;2.0;31.0196;0.0033;6;6;15.5098;5;0.0;0;76.5177;0;1;2;0;1
com.naman14.timber.nowplaying.Timber2.onCreateView(LayoutInflater, ViewGroup, Bundle);0;0.6;5;2;5.0;323.6252;0.0157;17;14;64.725;10;0.3333;0;65.5391;0;1;6;0;3
com.naman14.timber.nowplaying.Timber2.updateRepeatState();2;0.5;2;0;22.5;7762.5;0.1307;69;32;345.0;29;0.0;0;50.0677;3;7;0;0;N/A
com.naman14.timber.nowplaying.Timber2.updateShuffleState();2;0.5;2;0;16.25;3046.6612;0.0701;39;28;187.4868;20;0.0;0;55.5255;3;4;0;0;N/A
com.naman14.timber.nowplaying.Timber2.setBlurredAlbumArt.doInBackground(Bitmap[]);0;1.0;3;0;4.0833;211.5418;0.0118;14;13;51.8062;10;0.0;0;66.1364;1;2;3;0;1
com.naman14.timber.nowplaying.Timber2.setBlurredAlbumArt.onPostExecute(Drawable);2;0.6667;3;1;12.0;1265.8326;0.039;27;15;105.486;16;0.0;0;59.4332;2;3;3;0;1
com.naman14.timber.nowplaying.Timber2.setBlurredAlbumArt.onPreExecute();0;0.0;0;0;0.0;0.0;0.0;2;2;2.0;3;0.0;0;87.4843;0;1;0;0;0
com.naman14.timber.nowplaying.Timber3.onCreateView(LayoutInflater, ViewGroup, Bundle);0;0.6;5;2;4.6667;259.0308;0.0135;15;13;55.5066;9;0.0;0;66.9981;0;1;5;0;3
com.naman14.timber.nowplaying.Timber4.doAlbumArtStuff(Bitmap);0;1.0;1;0;2.0;31.0196;0.0033;6;6;15.5098;5;0.0;0;76.5177;0;1;2;0;1
com.naman14.timber.nowplaying.Timber4.onCreateView(LayoutInflater, ViewGroup, Bundle);0;0.5;5;2;5.7778;519.5619;0.0215;22;17;89.9242;12;0.4;0;62.8091;0;1;8;0;3
com.naman14.timber.nowplaying.Timber4.setupHorizontalQueue();0;0.6667;6;1;8.0;656.3576;0.0252;21;15;82.0447;6;0.6667;0;69.6249;0;1;3;0;0
com.naman14.timber.nowplaying.Timber4.updateRepeatState();2;0.5;2;0;22.5;7762.5;0.1307;69;32;345.0;29;0.0;0;50.0677;3;7;0;0;N/A
com.naman14.timber.nowplaying.Timber4.updateShuffleState();2;0.5;2;0;16.25;3046.6612;0.0701;39;28;187.4868;20;0.0;0;55.5255;3;4;0;0;N/A
com.naman14.timber.nowplaying.Timber4.setBlurredAlbumArt.doInBackground(Bitmap[]);0;1.0;3;0;4.0833;211.5418;0.0118;14;13;51.8062;10;0.0;0;66.1364;1;2;3;0;1
com.naman14.timber.nowplaying.Timber4.setBlurredAlbumArt.onPostExecute(Drawable);2;0.6667;3;1;12.0;1265.8326;0.039;27;15;105.486;16;0.0;0;59.4332;2;3;3;0;1
com.naman14.timber.nowplaying.Timber4.setBlurredAlbumArt.onPreExecute();0;0.0;0;0;0.0;0.0;0.0;2;2;2.0;3;0.0;0;87.4843;0;1;0;0;0
com.naman14.timber.nowplaying.Timber5.doAlbumArtStuff(Bitmap);0;1.0;1;0;2.0;31.0196;0.0033;6;6;15.5098;5;0.0;0;76.5177;0;1;2;0;1
com.naman14.timber.nowplaying.Timber5.onCreateView(LayoutInflater, ViewGroup, Bundle);0;0.5;5;2;5.7778;519.5619;0.0215;22;17;89.9242;12;0.4;0;62.8091;0;1;8;0;3
com.naman14.timber.nowplaying.Timber5.setupSlidingQueue();0;0.6667;6;1;8.0;656.3576;0.0252;21;15;82.0447;6;0.6667;0;69.6249;0;1;3;0;0
com.naman14.timber.nowplaying.Timber5.updateRepeatState();2;0.5;2;0;22.5;7762.5;0.1307;69;32;345.0;29;0.0;0;50.0677;3;7;0;0;N/A
com.naman14.timber.nowplaying.Timber5.updateShuffleState();2;0.5;2;0;16.25;3046.6612;0.0701;39;28;187.4868;20;0.0;0;55.5255;3;4;0;0;N/A
com.naman14.timber.nowplaying.Timber5.setBlurredAlbumArt.doInBackground(Bitmap[]);0;1.0;3;0;4.0833;211.5418;0.0118;14;13;51.8062;10;0.0;0;66.1364;1;2;3;0;1
com.naman14.timber.nowplaying.Timber5.setBlurredAlbumArt.onPostExecute(Drawable);2;0.6667;3;1;12.0;1265.8326;0.039;27;15;105.486;16;0.0;0;59.4332;2;3;3;0;1
com.naman14.timber.nowplaying.Timber5.setBlurredAlbumArt.onPreExecute();0;0.0;0;0;0.0;0.0;0.0;2;2;2.0;3;0.0;0;87.4843;0;1;0;0;0
com.naman14.timber.nowplaying.Timber6.onCreateView(LayoutInflater, ViewGroup, Bundle);0;1.0;2;0;11.2;2557.2412;0.0623;47;29;228.3251;19;0.0;0;55.595;2;1;1;0;N/A
com.naman14.timber.nowplaying.Timber6.onMetaChanged();1;1.0;7;1;7.4286;706.3265;0.0264;22;20;95.0824;10;0.5;0;64.2448;1;2;6;0;0
com.naman14.timber.nowplaying.Timber6.updateRepeatState();2;0.5;2;0;22.5;7762.5;0.1307;69;32;345.0;29;0.0;0;50.0677;3;7;0;0;N/A
com.naman14.timber.nowplaying.Timber6.updateShuffleState();2;0.5;2;0;16.25;3046.6612;0.0701;39;28;187.4868;20;0.0;0;55.5255;3;4;0;0;N/A
com.naman14.timber.permissions.Nammu.askForPermission(Activity, String, PermissionCallback);0;0.0;0;0;2.5;60.0;0.0051;8;8;24.0;3;0.0;0;79.9278;0;1;3;0;3
com.naman14.timber.permissions.Nammu.askForPermission(Activity, String[], PermissionCallback);1;0.8333;5;1;13.0;1546.2456;0.0446;28;19;118.942;12;0.5;0;61.8037;1;3;5;0;3
com.naman14.timber.permissions.Nammu.checkPermission(String);1;1.0;1;1;5.4;328.9555;0.0159;16;14;60.9177;9;0.5;0;66.6403;1;2;3;0;1
com.naman14.timber.permissions.Nammu.getGrantedPermissions();1;1.0;2;4;10.6765;6566.9641;0.1169;112;45;615.0875;59;0.0345;1;41.5633;2;8;32;1;0
com.naman14.timber.permissions.Nammu.getIgnoredPermissions();0;1.0;2;0;4.0;139.4767;0.009;11;9;34.8692;5;1.0;0;74.0293;0;1;3;0;0
com.naman14.timber.permissions.Nammu.getPreviousPermissions();0;1.0;2;0;4.0;139.4767;0.009;11;9;34.8692;9;1.0;0;68.4608;0;1;3;0;0
com.naman14.timber.permissions.Nammu.hasPermission(Activity, String);0;1.0;1;1;3.0;85.588;0.0065;9;9;28.5293;6;0.0;0;72.8924;0;1;3;0;2
com.naman14.timber.permissions.Nammu.hasPermission(Activity, String[]);1;1.0;1;1;4.0;228.4413;0.0125;15;14;57.1103;11;0.0;1;64.8407;2;3;4;1;2
com.naman14.timber.permissions.Nammu.ignorePermission(String);1;0.5714;5;0;10.4;910.7116;0.0313;21;18;87.5684;14;1.0;0;61.3246;1;2;5;0;1
com.naman14.timber.permissions.Nammu.init(Context);0;1.0;1;1;2.4;76.0782;0.006;10;9;31.6993;4;0.6667;0;76.4242;0;1;4;0;1
com.naman14.timber.permissions.Nammu.isIgnoredPermission(String);1;0.5;1;0;5.3333;239.8539;0.0129;13;11;44.9726;9;0.0;0;67.5835;1;2;1;0;1
com.naman14.timber.permissions.Nammu.onRequestPermissionsResult(int, String[], int[]);2;0.3333;7;1;17.6;2319.1436;0.0584;30;21;131.7695;14;0.5;0;60.0255;2;3;5;0;3
com.naman14.timber.permissions.Nammu.permissionCompare(PermissionListener);2;0.2;6;0;53.625;22629.3527;0.2667;86;30;421.9926;47;1.0;1;44.7767;3;16;8;3;1
com.naman14.timber.permissions.Nammu.refreshMonitoredList();0;0.6;4;0;6.0;375.0615;0.0173;16;15;62.5102;11;1.0;1;64.6395;1;2;5;1;0
com.naman14.timber.permissions.Nammu.shouldShowRequestPermissionRationale(Activity, String);0;1.0;1;0;2.5;49.1287;0.0045;7;7;19.6515;7;0.0;0;72.6112;0;1;2;0;2
com.naman14.timber.permissions.Nammu.verifyPermissions(int[]);1;0.0;0;1;4.0;222.0264;0.0122;15;13;55.5066;12;0.0;1;64.125;2;3;3;1;1
com.naman14.timber.permissions.PermissionCallback.permissionGranted();0;0.0;0;0;0.0;0.0;0.0;1;1;0.0;0;0.0;0;0.0;N/A;1;N/A;0;0
com.naman14.timber.permissions.PermissionCallback.permissionRefused();0;0.0;0;0;0.0;0.0;0.0;1;1;0.0;0;0.0;0;0.0;N/A;1;N/A;0;0
com.naman14.timber.permissions.PermissionListener.permissionsChanged(String);0;0.0;0;0;0.0;0.0;0.0;1;1;0.0;0;0.0;0;0.0;N/A;1;N/A;0;1
com.naman14.timber.permissions.PermissionListener.permissionsGranted(String);0;0.0;0;0;0.0;0.0;0.0;1;1;0.0;0;0.0;0;0.0;N/A;1;N/A;0;1
com.naman14.timber.permissions.PermissionListener.permissionsRemoved(String);0;0.0;0;0;0.0;0.0;0.0;1;1;0.0;0;0.0;0;0.0;N/A;1;N/A;0;1
com.naman14.timber.permissions.PermissionRequest.PermissionRequest(ArrayList<String>, PermissionCallback);1;1.0;1;0;3.75;256.9965;0.0135;18;14;68.5324;8;1.0;0;67.3755;1;2;6;0;2
com.naman14.timber.permissions.PermissionRequest.PermissionRequest(int);0;0.0;0;0;1.5;17.4145;0.0022;5;5;11.6096;3;1.0;0;82.3002;0;1;2;0;1
com.naman14.timber.permissions.PermissionRequest.equals(Object);1;0.0;0;0;5.6;381.44;0.0175;19;12;68.1143;9;1.0;0;66.2052;1;3;2;0;1
com.naman14.timber.permissions.PermissionRequest.getPermissionCallback();0;0.0;0;0;1.0;4.7549;0.0009;3;3;4.7549;3;1.0;0;85.3765;0;1;1;0;0
com.naman14.timber.permissions.PermissionRequest.getPermissions();0;0.0;0;0;1.0;4.7549;0.0009;3;3;4.7549;3;1.0;0;85.3765;0;1;1;0;0
com.naman14.timber.permissions.PermissionRequest.getRequestCode();0;0.0;0;0;1.5;12.0;0.0017;4;4;8.0;3;1.0;0;83.2686;0;1;1;0;0
com.naman14.timber.permissions.PermissionRequest.hashCode();0;0.0;0;0;1.5;12.0;0.0017;4;4;8.0;4;1.0;0;80.5432;0;1;1;0;0
com.naman14.timber.provider.MusicDB.MusicDB(Context);0;1.0;1;0;2.4;76.0782;0.006;10;9;31.6993;4;1.0;0;76.4242;0;1;4;0;1
com.naman14.timber.provider.MusicDB.getInstance(Context);1;1.0;1;0;7.5;403.3083;0.0182;15;12;53.7744;6;1.0;0;70.8588;1;2;2;0;1
com.naman14.timber.provider.MusicDB.onCreate(SQLiteDatabase);0;0.5;8;0;20.0;1290.5865;0.0395;18;12;64.5293;7;1.0;0;68.9182;0;1;2;0;1
com.naman14.timber.provider.MusicDB.onDowngrade(SQLiteDatabase, int, int);0;0.5;8;0;22.0;2406.6446;0.0599;28;15;109.3929;7;1.0;0;67.299;0;1;4;0;3
com.naman14.timber.provider.MusicDB.onUpgrade(SQLiteDatabase, int, int);0;0.5;8;0;22.0;2406.6446;0.0599;28;15;109.3929;7;1.0;0;67.299;0;1;4;0;3
com.naman14.timber.provider.MusicPlaybackState.MusicPlaybackState(Context);0;1.0;1;0;1.5;17.4145;0.0022;5;5;11.6096;3;1.0;0;82.3002;0;1;2;0;1
com.naman14.timber.provider.MusicPlaybackState.getHistory(int);2;0.5714;7;1;36.75;9640.6633;0.151;54;29;262.331;22;0.5;1;53.5217;4;7;6;1;1
com.naman14.timber.provider.MusicPlaybackState.getInstance(Context);1;1.0;1;0;7.5;403.3083;0.0182;15;12;53.7744;6;1.0;0;70.8588;1;2;2;0;1
com.naman14.timber.provider.MusicPlaybackState.getQueue();1;0.4545;11;1;36.1667;10115.555;0.1559;57;30;279.6928;21;0.5;1;53.8165;3;5;4;1;0
com.naman14.timber.provider.MusicPlaybackState.onCreate(SQLiteDatabase);0;0.6667;3;2;9.25;2518.994;0.0617;62;21;272.3237;22;0.0;0;53.6696;0;1;9;0;1
com.naman14.timber.provider.MusicPlaybackState.onDowngrade(SQLiteDatabase, int, int);0;0.5;1;2;4.2;232.4738;0.0126;16;11;55.3509;5;0.0;0;72.5667;0;1;3;0;3
com.naman14.timber.provider.MusicPlaybackState.onUpgrade(SQLiteDatabase, int, int);1;0.0;0;0;5.625;353.8545;0.0167;17;13;62.9075;6;0.0;0;70.3273;1;3;3;0;3
com.naman14.timber.provider.MusicPlaybackState.saveState(ArrayList<MusicPlaybackTrack>, LinkedList<Integer>);1;0.4615;13;4;38.6667;29416.1885;0.3176;131;56;760.7635;48;0.0769;2;42.8743;4;8;24;4;2
com.naman14.timber.provider.RecentStore.RecentStore(Context);0;1.0;1;0;1.5;17.4145;0.0022;5;5;11.6096;3;1.0;0;82.3002;0;1;2;0;1
com.naman14.timber.provider.RecentStore.addSongId(long);2;0.375;15;1;52.8824;32783.4014;0.3414;111;48;619.9308;45;0.4;0;44.1097;4;8;11;0;1
com.naman14.timber.provider.RecentStore.deleteAll();0;1.0;2;1;3.125;99.0602;0.0071;10;9;31.6993;4;0.5;0;76.4242;0;1;3;0;0
com.naman14.timber.provider.RecentStore.getInstance(Context);1;1.0;1;0;7.5;403.3083;0.0182;15;12;53.7744;6;1.0;0;70.8588;1;2;2;0;1
com.naman14.timber.provider.RecentStore.onCreate(SQLiteDatabase);0;1.0;1;1;2.0;86.0391;0.0065;12;12;43.0196;5;0.0;0;73.3151;0;1;4;0;1
com.naman14.timber.provider.RecentStore.onDowngrade(SQLiteDatabase, int, int);0;0.5;1;1;4.0;139.4767;0.009;11;9;34.8692;4;0.0;0;76.1432;0;1;2;0;3
com.naman14.timber.provider.RecentStore.onUpgrade(SQLiteDatabase, int, int);0;0.0;0;0;0.0;0.0;0.0;7;4;14.0;2;0.0;0;85.4081;0;1;0;0;3
com.naman14.timber.provider.RecentStore.queryRecentIds(String);0;1.0;2;1;4.8125;357.2363;0.0168;19;15;74.2309;6;0.25;0;69.9371;0;1;6;0;1
com.naman14.timber.provider.RecentStore.removeItem(long);0;1.0;3;1;4.5;281.2961;0.0143;16;15;62.5102;6;0.3333;0;70.4751;0;1;5;0;1
com.naman14.timber.provider.SearchHistory.SearchHistory(Context);0;1.0;1;0;1.5;17.4145;0.0022;5;5;11.6096;3;1.0;0;82.3002;0;1;2;0;1
com.naman14.timber.provider.SearchHistory.addSearchString(String);1;0.3529;17;1;48.9412;27479.0505;0.3035;100;49;561.471;41;0.4;0;45.3295;3;6;11;0;1
